state,year,exp_amo,dem_comm_exp,rep_comm_exp,dem_adv_exp,rep_adv_exp,dem_research_exp,rep_research_exp,dem_others_exp,rep_others_exp,dem_logistics_exp,rep_logistic_exp,dem_exp,rep_exp,votes_dem_perc,votes_gop_perc,white_pop,black_pop,other_pop
MS,2012,5070140.88,0.20967977,0.10924019,2.20418001,2.4914113799999997,0.0,0.0405,0.015,0.00012953,0.0,0.0,1.51649461,3.5536462700000007,43.78935954398936,55.28584674358113,1790197.0,11.14071,0.79548
MS,2016,10220194.09,0.28996335,0.7668676700000001,5.274346389999996,3.4713199599999993,0.0035,0.0,0.06024155,0.27500891,0.00045689,0.07848936999999997,0.0,10.10171745,40.1147882717841,57.94103808883564,1773354.0,11.26424,0.8816
MS,2020,10448087.199999997,0.44823399999999997,0.6460954200000002,3.6900473999999996,5.1177213,0.47962900999999997,0.0,0.00645,0.0,0.00907257,0.0508375,5.9271138200000015,3.9878734799999984,41.013307704356365,57.54080436260339,1758081.0,11.24559,0.93509
MT,2012,22251580.530000016,0.80703034,0.16737877999999995,10.470873979999995,10.617031280000004,0.041800000000000004,0.0,0.03453705,0.10463010000000002,0.008298999999999999,0.0,11.215488619999995,0.0,41.708132547548,55.36480331947464,900098.0,0.0545,0.98235
MT,2016,1748669.2899999998,5.88e-05,0.05902348999999999,1.1579647,0.52027842,0.0,0.009,0.0,0.0016322799999999998,0.0,0.0,0.2281728799999999,1.5197848099999998,35.745765337013005,56.16849744642933,927814.0,0.05935,1.0711
MT,2020,167818763.59000012,3.93714532,3.0907363500000007,77.9036168,76.67303138000001,3.927601239999999,0.8264247400000002,0.3294505300000001,0.6212338999999998,0.28453098999999993,0.20694733999999998,24.79560311,18.765422110000014,40.41040033016921,56.72340074288073,950211.0,0.06389,1.12178
NC,2012,14816579.969999999,0.35008454,0.4703418999999998,6.38320943,7.452446789999998,4e-05,0.15741647,2.472e-05,0.00281612,0.0,0.0002,7.145363640000001,7.67121633,48.35096857706757,50.39306410214295,7006490.0,21.47706,5.9528
NC,2016,129726370.4300004,4.33968215,4.394809859999997,63.70005956999999,50.86521970000001,3.17325605,0.43236125999999997,0.7705010000000141,0.7329613200000042,0.5239075500000041,0.37361197000000024,53.712123370002786,75.59424706000394,46.17286616820947,49.82809469618042,7210675.0,22.5393,6.90183
NC,2020,250120818.59000057,4.684562780000001,4.802379550000005,124.11165008000012,108.10758572999993,4.5360575800000005,1.9717727299999996,0.14155949000000007,1.4630876000000004,0.1334753,0.16868775000000003,4.73953135,4.96017505,48.586220571564475,49.934341526509286,7399487.0,23.305629999999997,7.58034
ND,2012,17602980.879999988,0.38591951999999996,0.16811268999999998,8.809129560000006,7.935953269999997,0.0,0.0265,0.26156486999999995,0.015800969999999998,0.0,0.0,7.6483645299999985,9.954616349999998,38.69731088897972,58.315682558557214,630565.0,0.10805,0.59806
ND,2016,197329.70999999996,0.00785088,0.005388979999999999,0.10773685,0.05523211,0.0,0.0,0.02,0.00112089,0.0,0.0,0.04632556,0.15100415000000006,27.22673945870601,62.95562783133929,662681.0,0.2222,0.69533
ND,2020,15706609.289999994,0.10117899,0.06960111000000001,6.921402500000002,8.461439120000001,0.0,0.07815299999999999,0.0,0.0038345700000000003,0.0,0.07100000000000004,9.595879019999996,6.105730269999999,31.756762359080092,65.11404873707572,662555.0,0.25984,0.73523
NE,2012,7826640.649999995,0.030935260000000003,0.4560827,3.4964314499999993,3.7484437799999997,0.02,0.0,0.0010052800000000003,0.07076217000000001,0.0,0.0029800099999999995,1.5809321099999991,6.245708539999996,38.02731441792897,59.80319217904804,1665400.0,0.8890399999999999,0.9899899999999999
NE,2016,13976387.120000001,0.00010479,0.5098875,6.333750149999998,6.878251329999999,0.0,0.20669685999999998,0.000705,0.03943681,0.0,0.007554679999999999,5.926924970000001,8.04946215,33.700353120813276,58.750134745026855,1690996.0,0.9622299999999999,1.18397
NE,2020,9816721.72,0.19443459999999996,0.0025453299999999997,4.61486917,4.7492131299999985,0.0027565,0.0,0.05802321000000002,0.0007417,0.19413808000000005,0.0,0.3240270099999996,0.43214945,39.166794753962606,58.224406851258756,1704129.0,1.00763,1.29516
NH,2012,15909803.130000003,1.0381333199999998,0.5079652399999999,6.283018809999997,6.801494629999999,0.06523875000000005,0.0765,0.19949407000000008,0.00039785,0.93756046,0.0,7.100578190000001,8.809224940000005,51.982681863640785,46.4064726393982,1249139.0,0.1815,0.56943
NH,2016,176716644.8100001,3.51592903,2.93827762,81.22896447999997,83.45080510000008,0.09200103999999999,0.22991499999999998,1.5688288400000001,1.8902335700000001,1.69592558,0.09439574999999999,51.91008782,124.79518819,46.82626266969054,46.4586669819534,1255396.0,0.2138,0.6553100000000001
NH,2020,10098309.25,0.5775445100000001,0.33272296,7.47703885,1.1439353300000001,0.10929519,0.0015499799999999998,0.20687843,0.06526027,0.18408373,0.0,1.5847115799999998,0.6670811799999998,52.822619743172176,45.45504270104298,1266097.0,0.24370999999999998,0.69243
NJ,2012,4479108.219999999,0.2655474,0.10254722000000001,1.7152458099999999,2.0946697700000003,0.034872,0.015,0.1975,0.00039402,0.0009,0.052432,2.08438823,2.39471999,58.377212597231214,40.58927141009568,6529804.0,12.98354,10.16784
NJ,2016,12815014.599999994,2.24501168,0.37881265000000003,7.946486889999999,1.6559973899999998,0.44979419,0.01,0.0022530000000000002,0.0514459,0.06867627999999999,0.006536619999999999,4.744695729999998,8.070318870000001,55.4530844496942,41.350386650029456,6447703.0,13.23504,10.9962
NJ,2020,75229867.47999999,2.9745630200000006,1.02246607,51.96018019,18.490909800000004,0.5237065000000001,0.00625,0.14238872999999994,0.030288489999999998,0.04190747,0.037207210000000004,17.45484656999999,30.73942601,57.14726720847354,41.26155670370976,6388804.0,13.37457,11.559289999999999
NM,2012,7997340.469999857,0.47759435999999994,0.09268214,3.915072219999999,2.8944151499999995,0.012,0.041499999999999995,0.2500141700000002,9.083999999999999e-05,0.31397158999999825,0.0,3.6401420200001104,4.357198450000055,52.992760520466774,42.84332663909013,1736120.0,0.5020100000000001,3.00988
NM,2016,226270.1,0.00011845,0.015688380000000002,0.01191667,0.19525867000000002,0.0,0.0,0.0,0.00328793,0.0,0.0,0.18877828,0.037491820000000016,48.2556471786341,40.04251433324273,1721226.0,0.52473,3.1793099999999996
NM,2020,34392789.86999998,0.6593558400000001,0.25368022,17.304451540000013,11.089758810000003,0.03806686,0.0,0.05406984000000002,0.10334051000000004,0.41890572,0.0005,4.80280461,0.089048,54.28928584957222,43.496669246129464,1716656.0,0.54772,3.25401
NV,2012,57186981.51999754,0.6193887900000001,1.22166125,26.41573077000001,25.255294080000002,0.3485365400000002,0.09866699999999999,0.6463783700000092,0.22791092999999996,2.329287850000001,0.02412594,28.816599610000896,28.37038191000007,52.35624947040056,45.67531564126364,2117644.0,2.43918,3.8243400000000003
NV,2016,124131402.14,1.9267559499999993,2.374104369999999,53.603621500000166,61.068069639999955,0.58591771,0.3830139900000001,0.2368522499999999,0.5766857700000002,2.2438234000000006,1.1325575599999989,61.151739379999974,62.97966275999993,47.91782367811904,45.50069531760242,2197650.0,2.80959,4.38954
NV,2020,86105116.8599998,2.2577842600000015,1.6737021600000004,50.943592470000056,27.139399319999992,1.3537013300000003,0.015,0.09184475000000003,0.09104633,2.488658740000003,0.050387499999999995,34.25815174,39.27458369000002,50.05678195728403,47.6662473245594,2277552.0,3.16303,4.86301
NY,2012,44960095.19000003,2.261881280000002,1.6170278800000006,17.415049310000008,22.21507628999999,0.40061975,0.34545210000000004,0.04621367,0.09507321000000003,0.3082755399999999,0.25500366,21.06420413,23.895468560000023,61.23299242062186,31.48429075641557,13930746.0,34.25285,22.16901
NY,2016,49426539.79999826,2.346422669999998,0.84474099,26.757388110000008,16.14418943,0.18725264999999996,0.5284365500000001,0.1948437599999996,0.15795390000000004,0.40845697,0.037748460000000005,15.082582319999675,32.524851169999124,59.00282625847517,36.518183975504975,13773337.0,34.533559999999994,24.06735
NY,2020,98933373.01999977,4.117538660000001,1.6281237000000008,67.21696643999998,24.43901819,0.09280443000000002,0.03214897,0.3294074200000001,0.22579967000000004,0.5446575499999998,0.19804738,9.95027739999999,19.84262142,60.86213129794382,37.722291890687366,13546776.0,34.21123,24.85662
OH,2012,70114929.23998874,1.6942723500000014,3.1818141799999995,32.60322488,28.75122495000003,0.15852683,0.14373799999999998,1.1450798000001474,0.5519802500000002,1.7960187400000192,0.08904926000000002,29.350211899999323,40.76471733999973,50.666747658319856,47.688440878422576,9629012.0,14.43061,4.7685
OH,2016,54087679.37002068,0.47161058999999983,1.1217418099999998,18.70138273999999,30.506010860000004,1.4871115299999993,0.16108373000000004,0.9806612599998764,0.04797418,0.47968107999999254,0.13042159000000006,31.29056312999155,22.797116239994914,43.55807627672003,51.68765067578619,9583165.0,14.936129999999999,5.57592
OH,2020,28579442.010000147,2.6210599500000002,0.9435328999999998,14.681968020000003,8.384196419999999,0.9149666000000002,0.1693195,0.23518110000001075,0.46350046999999983,0.15017647000000015,0.015540580000000002,9.450605050000084,7.2125547700000014,45.23933834070503,53.27130010087464,9552736.0,15.2557,6.10794
OK,2012,2182259.6699999995,0.03214893,0.18338587,0.6959627899999999,1.2705961,0.0,0.0,0.0,0.00016597999999999998,0.0,0.0,0.0,2.15780828,33.22768025698344,66.77231974301655,2883680.0,2.91158,6.43976
OK,2016,2833191.0799999996,0.00021641,0.07065857,1.23939528,1.46037719,0.0,0.037,0.000135,0.02540863,0.0,0.0,0.07995272000000002,2.753238360000001,28.93168028454389,65.32286481962736,2927248.0,3.04272,6.948110000000001
OK,2020,14766526.530000001,0.12267424999999998,0.09870223,10.566799429999998,3.78543079,0.00025,0.0,0.0032374500000000002,0.0228125,0.16661988,0.0,0.42966375,0.8000203100000001,32.28617433598663,65.37327184806297,2927354.0,3.07819,7.217980000000001
OR,2012,5574452.609999999,0.13211848999999998,0.18578997000000003,3.1298635300000006,2.0439191599999997,0.0,0.0265,0.0,0.00913596,0.0471255,0.0,1.8240179700000003,3.75043464,54.23932665276902,42.14987117651333,3443374.0,0.7755,3.7807699999999995
OR,2016,4682698.4399999995,0.05602422,0.5020494999999999,0.61642978,3.0844154799999997,0.0,0.175,0.0008202800000000001,0.19750673000000002,0.0,0.05045245,2.25303692,2.4296615200000007,50.0718520028621,39.094035184496754,3571132.0,0.87084,4.3176
OR,2020,5950297.069999999,0.30388292000000006,0.042597160000000016,5.2123694899999995,0.3613955000000001,0.025,0.0,0.005052,0.0,0.0,0.0,0.04676348,0.0,56.45331865404889,40.36724604634336,3655136.0,0.9374,4.68861
PA,2012,54304810.83999589,1.0966867200000001,2.3356653,22.395863530000007,26.09252918999998,0.37881343999999995,0.29999489,0.872701190000001,0.4136075000000002,0.2828503400000009,0.13609874,27.289406559999232,27.01540428000011,52.0768577021407,46.68086603367444,10643666.0,14.651710000000001,6.58281
PA,2016,142271028.48999658,2.13904616,2.1262139899999997,69.2606127200001,62.29760453999997,1.6125018300000002,0.19113876000000002,0.7281505299999457,1.0988335599999994,2.348322589999982,0.46860381000000007,69.53449497001711,72.73653352000612,47.85361616456286,48.57788580374602,10523295.0,15.091,7.4988
PA,2020,104991297.61999986,1.48279821,1.6713622299999997,66.27680952999997,30.377116699999966,1.7685295999999986,0.2816535,0.8315269299999984,0.8957099,1.2524917199999963,0.1532993,20.167594690000215,14.822345570000026,49.96094728641762,48.781784930663214,10447062.0,15.400920000000001,8.14835
PR,2016,2872.16,0.0,0.0,0.00010570999999999999,0.0,0.00266074,0.0,0.00010570999999999999,0.0,0.0,0.0,,,,,,,
PR,2020,288866.47,0.0,0.0,0.28886647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
RI,2012,1111369.96,0.21913063,0.014899470000000001,0.33536242999999993,0.5249152,0.0,0.017,0.0,4.8349999999999996e-05,1.3880000000000001e-05,0.0,0.49702284,0.6143471200000001,62.68725362840714,35.25786425976905,903906.0,0.7843600000000001,0.7227899999999999
RI,2016,37490.24000000001,6.303999999999999e-05,0.00841323,0.0,0.02726405,0.0,0.0,0.0,0.00174992,0.0,0.0,0.0,0.0,54.354618744281595,38.94772731196161,892309.0,0.8514,0.7932100000000001
RI,2020,155000.0,0.0,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,59.29900868154064,38.699376238179795,885518.0,0.9010799999999999,0.83735
SC,2012,25847582.350000005,0.50011399,0.52547707,19.53884918999999,5.2499607600000004,0.0,0.0265,0.0010959099999999999,0.00558543,0.0,0.0,2.21076622,23.63681613,44.08803340736147,54.561131255861405,3224408.0,13.20933,1.72013
SC,2016,20878685.46999999,1.9016981700000004,0.9134907699999997,8.646639659999996,8.626953960000002,0.049189750000000004,0.0,0.03651686,0.12389024000000001,0.56103573,0.01927033,1.6955956799999998,19.18308979,40.673419789665104,54.939332685695426,3393188.0,13.61728,2.03052
SC,2020,72362420.96000002,2.7093610900000007,1.3996591199999995,31.320949169999984,34.17318209999998,0.54207225,0.33303900000000003,0.5556832900000002,0.41090139000000003,0.013996209999999999,0.04779233,0.7235039500000002,3.791134190000001,43.43008814206178,55.11029395674024,3532048.0,13.880170000000001,2.28649
SD,2012,1801448.65,0.0,0.038750320000000005,0.56563697,1.16914527,0.0,0.02788,0.0,3.609e-05,0.0,0.0,1.2987237699999998,0.50272488,39.86614075835246,57.889311875541146,716757.0,0.1373,0.8904200000000001
SD,2016,5043648.320000001,0.04000676,0.07130596,3.209402359999999,0.9792469299999997,0.0,0.0,0.0,0.0013063399999999998,0.0,0.0,2.0016006,2.2996677500000007,31.737428159948987,61.5307503789588,732787.0,0.17505,0.9827899999999999
SD,2020,1223090.76,0.0,0.0,1.1602957600000001,0.057795,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.41995720000000003,35.605252136135285,61.76938967225024,748070.0,0.20332,1.16257
TN,2012,7266710.300000003,0.12384747,0.24637103,2.8284291,4.03705727,0.0,0.03,0.00068497,0.00032046,0.0,0.0,2.1624595200000005,5.104250780000001,39.07581499379519,59.47871471993759,5114883.0,10.9653,2.42485
TN,2016,2890393.6399999997,0.05060543000000002,0.04967663,0.87089361,1.8847956300000002,0.0,0.0,0.00139344,0.03215854,0.00077036,0.0001,0.0,2.4760649,34.716332798650086,60.72203369421462,5231842.0,11.35529,2.7863900000000004
TN,2020,59976413.29000004,1.6403965399999998,1.370154110000001,25.114120489999998,28.305712429999986,3.0490341200000013,0.29296626,0.0002,0.06669425999999999,1.826e-05,0.13711682,28.010638879999995,26.43989298000003,37.4514342710237,60.66029416628382,5354405.0,11.64461,3.10308
TX,2012,24967874.640000023,0.36257973,0.8470324500000002,15.392208150000002,6.984067179999993,0.18782900000000002,0.28101123,0.10402572999999996,0.55970545,0.12532124,0.12409448000000001,4.384836670000001,20.583037970000024,41.383358283760856,57.1669774680564,21028816.0,32.084,18.47265
TX,2016,19551220.31,0.88054868,0.6355104800000002,11.560251299999988,6.215110189999994,0.008048,0.141855,0.012838559999999999,0.053823949999999995,0.00012692,0.04310723,6.7945926399999985,12.756627670000002,43.23525798101196,52.234685579335384,22172579.0,35.19315,22.22516
TX,2020,182265020.99999976,3.7750049599999977,4.57425465,108.13533875000053,59.55986433,0.4052865900000009,1.485909319999999,0.19629125000000008,0.7245999300000002,0.6436825,0.5719542200000003,22.561776379999966,31.777078450000033,46.467285349743435,52.044471811096585,22806130.0,37.39221,24.5053
UT,2012,6045111.779999999,0.34158367,0.34530090999999996,3.88977081,1.0282695100000003,0.06872875,0.0,0.20335810999999998,0.07363024,0.06703978000000001,0.01693,0.4980937600000001,5.536518019999997,24.74966582796037,72.7905331026891,2619813.0,0.36191999999999996,1.9737
UT,2016,2719729.9999999995,0.22764861000000003,0.35555396000000017,1.1669841800000003,0.7713135999999999,0.0,0.09596993999999998,0.0,0.02131615,2.192e-05,0.07010364000000002,0.0,2.642705149999999,27.4587027036582,45.53803593682331,2773420.0,0.414,2.27048
UT,2020,15882215.0,0.69965879,0.9801853600000003,10.555148249999995,3.507446660000001,0.0,0.0,0.0,0.09730330999999995,0.0319,0.010572630000000001,0.08279547,3.2126368199999966,37.64604858330606,58.12983902991961,2904132.0,0.47536999999999996,2.5428900000000003
VA,2012,55015656.95999843,0.57456164,1.21200587,23.556078500000016,27.853242620000003,0.10480749999999994,0.09690035999999999,0.3039110999999875,0.08485158999999998,1.214727759999998,0.014570020000000005,30.65558248999957,24.3600744699996,51.15645679621864,47.28310289638911,5823083.0,16.09515,7.52482
VA,2016,21270682.869999997,0.5054322199999999,0.6358678,11.993019870000001,7.73449239,0.0139421,0.11683774999999999,0.17704317,0.04226784,0.0502979,0.0014818299999999997,8.892173500000004,12.378509369999998,49.72789199301015,44.40669663012711,5893536.0,16.62906,8.53664
VA,2020,59837653.239999935,2.0109500999999996,1.1418327599999993,35.52039528,19.474162610000004,0.36288807,0.31326200000000004,0.21698274000000006,0.3941584,0.27629868999999985,0.12672259000000002,12.494691310000002,14.57112654,54.10951717780243,43.99550366728215,5922648.0,16.96911,9.1596
VT,2012,36287.130000000005,0.0,0.00397102,0.0,0.03225976,0.0,0.0,0.0,2.909e-05,1.363e-05,0.0,0.0,0.0,66.5705503023823,30.972635236726926,596853.0,0.07021000000000001,0.22216
VT,2016,491165.54999999993,3.793e-05,0.00506162,0.14063240000000002,0.34403023999999993,0.0,0.0,0.00035056,0.0010528,0.0,0.0,0.0,0.0,56.675987139651575,30.268474055548328,590279.0,0.08051,0.25327
VT,2020,649817.76,0.0,0.007,0.01559,0.0,0.004,0.0,0.03832764,0.0,0.01234442,0.0,0.07726206,0.0,66.08641693066397,30.67376465593259,588102.0,0.08774,0.27113000000000004
WA,2012,24486396.259999998,1.04932505,0.7652020999999999,10.89160797,11.43582533,0.0,0.0485,0.00047785,0.012680229999999999,0.28187772999999994,0.0009000000000000001,11.755252870000005,12.731143389999987,56.16339829967276,41.29462143210913,5619937.0,2.70912,10.06209
WA,2016,1582712.530000001,0.04611487,0.0882424,1.0403788499999997,0.21191489999999996,0.00513845,0.0028,0.00253659,0.01104169,0.16956775999999996,0.0049770199999999995,0.0,0.3823829300000001,54.30357713757948,38.069976012818096,5827356.0,3.0280299999999998,11.64612
WA,2020,24454464.540000007,1.4832770699999998,0.41759672999999997,16.04386216,5.671912489999999,0.2983438,0.00018675,0.14569126000000007,0.0031300000000000004,0.39046427999999994,0.0,8.851788260000015,9.647713610000004,57.97030113530307,38.76697774334328,5977696.0,3.31924,13.05273
WI,2012,55579861.4199988,1.5677269300000003,0.8399218500000002,29.35187315999998,20.954233990000002,0.32567003999999783,0.15595298,0.5816692200000046,0.015087999999999997,1.770899069999988,0.016826180000000003,20.539207699999846,35.040653719999945,52.77616253515459,45.93834671361977,5042978.0,3.74115,3.02867
WI,2016,33569495.78999999,0.81108441,1.3404070799999994,11.646239869999999,18.581717350000005,0.41502023000000005,0.070175,0.05762617000000001,0.29400139999999997,0.14842328000000002,0.13080099999999997,0.0,14.31057014,46.436078532055575,47.19612145228453,5045904.0,3.84254,3.4247
WI,2020,37396835.83,0.5529490599999998,0.8459850899999999,17.143248949999997,17.744024569999993,0.05527895000000004,0.27927666,0.20626648999999997,0.23813520000000005,0.19615638999999996,0.13551447,12.84334952,10.59158312,49.454016435006025,48.829030082320614,5067781.0,3.9054300000000004,3.6411
WV,2012,14880408.939999998,0.17156005000000002,0.18740721999999996,6.3453955099999995,8.058447329999996,0.0,0.07721026,0.0013884800000000003,0.00869553,0.0,0.03030456,7.705703980000003,7.1747049600000015,35.53919813853589,62.29565658373605,1745665.0,0.64828,0.46379
WV,2016,12986454.660000002,0.10664786,0.20964440999999995,6.2803542100000005,6.249936280000004,0.0,0.12209566999999999,0.0,0.016348380000000003,2.192e-05,0.00140593,6.7020227899999965,6.2844318699999935,26.47692801777152,68.63057481161937,1714557.0,0.65227,0.51239
WV,2020,38998170.43999998,0.9722108599999999,0.40935569999999993,20.500467389999997,15.692066619999997,0.0,0.059133000000000005,0.0,0.026331139999999992,0.0,0.00985,19.086103220000012,18.475528230000016,29.69652124451961,68.63155192461606,1675122.0,0.6461,0.52415
WY,2012,65402.59000000001,0.0,0.0034697499999999997,0.0,0.06190766,0.0,0.0,0.0,2.518e-05,0.0,0.0,0.0,0.0,27.81888774236031,68.64262168705659,537181.0,0.07671,0.31453000000000003
WY,2016,266716.74,3.2829999999999996e-05,0.008297669999999995,0.23903,0.018444810000000002,0.0,0.0,0.0,0.00091143,0.0,0.0,0.0,0.25368707,21.877357347497934,68.17263307654125,542675.0,0.07326,0.34214
WY,2020,1016250.2100000001,0.00141487,0.4985867899999999,0.0772,0.28095150999999996,0.0,0.0,0.00164723,0.15644981,0.0,0.0,0.0,0.07801487,26.553574332014524,69.93622748541179,535371.0,0.07467,0.35921
